Channel,net counts,Counts(w),counts(wo),N=1.107
1457,0,1,1,
1458,0,0,0,
1459,0,0,0,
1460,2,2,0,
1461,-1,1,2,
1462,-1,2,3,
1463,-1,1,2,
1464,0,1,1,
1465,-1,1,2,
1466,1,2,1,
1467,1,1,0,
1468,-1,2,3,
1469,0,1,1,
1470,2,2,0,
1471,0,0,0,
1472,0,1,1,
1473,-1,0,1,
1474,0,1,1,
1475,-2,0,2,
1476,2,2,0,
1477,0,0,0,
1478,0,0,0,
1479,0,0,0,
1480,-1,1,2,
1481,1,3,2,
1482,0,1,1,
1483,-1,0,1,
1484,-2,0,2,
1485,-1,0,1,
1486,3,3,0,
1487,0,0,0,
1488,0,0,0,
1489,3,3,0,
1490,-2,0,2,
1491,1,1,0,
1492,4,4,0,
1493,-2,0,2,
1494,0,1,1,
1495,-1,0,1,
1496,-1,0,1,
1497,0,1,1,
1498,0,0,0,
1499,1,2,1,
1500,2,3,1,
1501,1,1,0,
1502,-2,0,2,
1503,0,1,1,
1504,-1,1,2,
1505,0,1,1,
1506,0,0,0,
1507,0,1,1,
1508,3,3,0,
1509,0,1,1,
1510,0,0,0,
1511,4,4,0,
1512,1,1,0,
1513,2,2,0,
1514,-1,1,2,
1515,-1,0,1,
1516,2,2,0,
1517,2,3,1,
1518,1,2,1,
1519,1,3,2,
1520,0,0,0,
1521,1,1,0,
1522,0,1,1,
1523,0,1,1,
1524,1,2,1,
1525,1,1,0,
1526,1,1,0,
1527,0,1,1,
1528,0,1,1,
1529,0,1,1,
1530,4,6,2,
1531,1,1,0,
1532,2,2,0,
1533,1,2,1,
1534,-1,0,1,
1535,-2,0,2,
1536,0,1,1,
1537,2,2,0,
1538,-3,0,3,
1539,1,1,0,
1540,0,0,0,
1541,4,5,1,
1542,1,3,2,
1543,2,2,0,
1544,1,1,0,
1545,-1,0,1,
1546,1,2,1,
1547,2,2,0,
1548,0,1,1,
1549,0,1,1,
1550,-3,0,3,
1551,0,0,0,
1552,1,1,0,
1553,-1,1,2,
1554,1,1,0,
1555,0,0,0,
1556,0,1,1,
1557,0,0,0,
1558,-1,1,2,
1559,3,4,1,
1560,-2,1,3,
1561,0,1,1,
1562,-2,0,2,
1563,2,2,0,
1564,0,0,0,
1565,0,1,1,
1566,2,2,0,
1567,4,4,0,
1568,1,2,1,
1569,-2,1,3,
1570,-2,0,2,
1571,0,1,1,
1572,2,2,0,
1573,2,3,1,
1574,0,4,4,
1575,-1,2,3,
1576,0,2,2,
1577,2,4,2,
1578,-5,3,7,
1579,2,3,1,
1580,1,2,1,
1581,-1,2,3,
1582,-1,1,2,
1583,0,3,3,
1584,2,5,3,
1585,-8,1,8,
1586,-3,0,3,
1587,1,2,1,
1588,-1,0,1,
1589,-2,2,4,
1590,0,3,3,
1591,0,0,0,
1592,3,5,2,
1593,-3,3,5,
1594,4,7,3,
1595,-2,1,3,
1596,0,3,3,
1597,-2,2,4,
1598,-1,3,4,
1599,-1,6,6,
1600,-6,3,8,
1601,-1,5,5,
1602,1,2,1,
1603,0,3,3,
1604,-5,2,6,
1605,1,2,1,
1606,5,5,0,
1607,-1,2,3,
1608,-2,1,3,
1609,-5,1,5,
1610,0,0,0,
1611,-3,1,4,
1612,3,6,3,
1613,4,6,2,
1614,-2,2,4,
1615,1,4,3,
1616,0,3,3,
1617,-4,0,4,
1618,0,3,3,
1619,-5,1,5,
1620,-1,2,3,
1621,3,6,3,
1622,-1,1,2,
1623,0,2,2,
1624,0,1,1,
1625,0,1,1,
1626,-1,2,3,
1627,0,0,0,
1628,1,1,0,
1629,-1,1,2,
1630,3,3,0,
1631,4,4,0,
1632,0,2,2,
1633,-3,0,3,
1634,2,3,1,
1635,-1,0,1,
1636,0,0,0,
1637,1,1,0,
1638,0,0,0,
1639,0,1,1,
1640,2,2,0,
1641,0,0,0,
1642,0,0,0,
1643,0,0,0,
1644,-1,2,3,
1645,-1,0,1,
1646,1,2,1,
1647,0,0,0,
1648,-4,0,4,
1649,1,1,0,
1650,0,0,0,
1651,1,1,0,
1652,0,0,0,
1653,1,1,0,
1654,0,0,0,
1655,2,2,0,
1656,0,0,0,
1657,-1,0,1,
1658,0,1,1,
1659,0,0,0,
1660,0,1,1,
1661,-1,0,1,
1662,0,0,0,
1663,0,0,0,
1664,0,0,0,
1665,1,1,0,
1666,1,1,0,
1667,0,0,0,
1668,0,0,0,
1669,0,0,0,
1670,0,0,0,
1671,0,0,0,
1672,-2,0,2,
1673,0,0,0,
1674,0,0,0,
1675,0,0,0,
1676,1,1,0,
1677,0,0,0,
1678,1,1,0,
1679,0,0,0,
1680,2,2,0,
1681,1,1,0,
1682,1,1,0,
1683,0,0,0,
1684,1,1,0,
1685,1,1,0,
1686,0,0,0,
1687,0,0,0,
1688,1,1,0,
1689,-1,0,1,
1690,0,0,0,
1691,0,0,0,
1692,-1,0,1,
1693,-1,0,1,
1694,0,0,0,
1695,0,0,0,
1696,0,1,1,
1697,-1,0,1,
1698,0,0,0,
1699,0,0,0,
1700,0,0,0,
1701,-1,0,1,
1702,-1,0,1,
1703,0,1,1,
1704,0,0,0,
1705,-2,0,2,
1706,-1,0,1,
1707,1,1,0,
1708,0,1,1,
1709,0,0,0,
1710,0,0,0,
1711,0,0,0,
1712,-1,0,1,
1713,0,0,0,
1714,-1,0,1,
1715,-1,0,1,
1716,-1,0,1,
1717,4,4,0,
1718,-1,0,1,
1719,1,1,0,
1720,-1,0,1,
1721,1,1,0,
1722,0,0,0,
1723,0,0,0,
1724,0,0,0,
1725,0,0,0,
1726,1,1,0,
1727,-2,0,2,
1728,-1,0,1,
1729,-1,0,1,
1730,-1,0,1,
1731,-1,0,1,
1732,1,1,0,
1733,-1,0,1,
1734,0,0,0,
1735,1,1,0,
1736,0,0,0,
1737,-2,0,2,
1738,-1,0,1,
1739,1,1,0,
1740,-2,0,2,
1741,1,1,0,
1742,1,1,0,
1743,1,2,1,
1744,0,0,0,
1745,0,0,0,
1746,0,0,0,
1747,-1,0,1,
1748,0,0,0,
1749,-1,2,3,
1750,-1,0,1,
1751,1,1,0,
1752,0,0,0,
1753,0,0,0,
1754,-1,0,1,
1755,0,0,0,
1756,1,1,0,
1757,-1,1,2,
1758,0,0,0,
1759,0,1,1,
1760,1,2,1,
1761,1,1,0,
1762,-1,0,1,
1763,-1,0,1,
1764,0,0,0,
1765,0,0,0,
1766,1,1,0,
1767,1,1,0,
1768,0,0,0,
1769,-1,0,1,
1770,-1,0,1,
1771,0,0,0,
1772,0,0,0,
1773,0,0,0,
1774,0,0,0,
1775,0,0,0,
1776,0,0,0,
1777,0,0,0,
1778,0,0,0,
1779,-1,0,1,
1780,0,1,1,
1781,-1,0,1,
1782,0,0,0,
1783,0,1,1,
1784,0,0,0,
1785,0,0,0,
1786,0,0,0,
1787,0,0,0,
1788,1,1,0,
1789,-1,0,1,
1790,0,0,0,
1791,0,0,0,
1792,2,2,0,
1793,1,1,0,
1794,0,0,0,
1795,-1,0,1,
1796,0,1,1,
1797,0,0,0,
1798,0,0,0,
1799,-1,0,1,
1800,0,0,0,
1801,0,0,0,
1802,1,1,0,
1803,0,0,0,
1804,0,0,0,
1805,0,0,0,
1806,2,2,0,
1807,1,1,0,
1808,0,0,0,
1809,0,0,0,
1810,0,0,0,
1811,-1,0,1,
1812,0,0,0,
1813,2,2,0,
1814,0,0,0,
1815,0,0,0,
1816,-1,0,1,
1817,0,0,0,
1818,0,0,0,
1819,-1,0,1,
1820,0,0,0,
1821,0,0,0,
1822,0,0,0,
1823,1,1,0,
1824,-1,0,1,
1825,0,0,0,
1826,-2,0,2,
1827,0,0,0,
1828,0,0,0,
1829,0,0,0,
1830,1,1,0,
1831,-1,0,1,
1832,1,1,0,
1833,-1,0,1,
1834,0,0,0,
1835,1,1,0,
1836,-1,0,1,
1837,1,1,0,
1838,-1,0,1,
1839,-1,0,1,
1840,1,1,0,
1841,0,0,0,
1842,0,0,0,
1843,0,0,0,
1844,-1,0,1,
1845,0,0,0,
1846,0,0,0,
1847,0,0,0,
1848,0,0,0,
1849,1,1,0,
1850,-1,0,1,
1851,0,0,0,
1852,0,0,0,
1853,0,0,0,
1854,0,0,0,
1855,0,0,0,
1856,1,1,0,
1857,0,0,0,
1858,-1,0,1,
1859,1,1,0,
1860,0,0,0,
1861,0,0,0,
1862,-1,0,1,
1863,0,0,0,
1864,0,0,0,
1865,0,0,0,
1866,1,1,0,
1867,0,0,0,
1868,0,0,0,
1869,1,1,0,
1870,0,0,0,
1871,0,0,0,
1872,-1,0,1,
1873,0,0,0,
1874,0,0,0,
1875,-1,0,1,
1876,0,0,0,
1877,0,0,0,
1878,0,0,0,
1879,0,0,0,
1880,1,1,0,
1881,0,0,0,
1882,0,0,0,
1883,0,0,0,
1884,-1,0,1,
1885,-1,0,1,
1886,1,1,0,
1887,0,1,1,
1888,0,0,0,
1889,0,0,0,
1890,-1,0,1,
1891,-1,0,1,
1892,0,0,0,
1893,1,2,1,
1894,0,0,0,
1895,0,0,0,
1896,-1,0,1,
1897,-1,1,2,
1898,0,0,0,
1899,0,0,0,
1900,0,0,0,
1901,0,0,0,
1902,0,0,0,
1903,0,0,0,
1904,-1,0,1,
1905,-2,0,2,
1906,1,1,0,
1907,1,1,0,
1908,-1,0,1,
1909,0,0,0,
1910,0,0,0,
1911,1,1,0,
1912,1,1,0,
1913,-1,0,1,
1914,0,0,0,
1915,0,0,0,
1916,-2,0,2,
1917,0,0,0,
1918,-1,0,1,
1919,0,0,0,
1920,0,0,0,
1921,1,1,0,
1922,0,0,0,
1923,0,0,0,
1924,-1,0,1,
1925,1,1,0,
1926,1,1,0,
1927,1,1,0,
1928,1,1,0,
1929,0,1,1,
1930,0,0,0,
1931,0,0,0,
1932,-1,0,1,
1933,1,2,1,
1934,0,1,1,
1935,0,0,0,
1936,1,1,0,
1937,2,2,0,
1938,0,0,0,
1939,0,0,0,
1940,0,0,0,
1941,0,0,0,
1942,0,0,0,
1943,0,2,2,
1944,0,0,0,
1945,0,0,0,
1946,0,0,0,
1947,0,0,0,
1948,0,0,0,
1949,0,0,0,
1950,0,0,0,
1951,0,0,0,
1952,1,1,0,
1953,0,0,0,
1954,0,0,0,
1955,-1,0,1,
1956,0,0,0,
1957,0,0,0,
1958,0,0,0,
1959,0,0,0,
1960,0,0,0,
1961,0,0,0,
1962,0,0,0,
1963,2,2,0,
1964,0,0,0,
1965,0,0,0,
1966,0,0,0,
1967,0,0,0,
1968,0,0,0,
1969,0,0,0,
1970,0,0,0,
1971,-2,0,2,
1972,2,2,0,
1973,1,1,0,
1974,0,0,0,
1975,1,1,0,
1976,0,0,0,
1977,1,1,0,
1978,0,0,0,
1979,-1,0,1,
1980,-1,0,1,
1981,0,0,0,
1982,0,0,0,
1983,-1,0,1,
1984,0,0,0,
1985,0,0,0,
1986,0,0,0,
1987,1,1,0,
1988,1,1,0,
1989,-1,0,1,
1990,0,0,0,
1991,0,0,0,
1992,0,0,0,
1993,0,0,0,
1994,0,0,0,
1995,0,0,0,
1996,0,0,0,
1997,1,1,0,
1998,0,0,0,
1999,0,0,0,
2000,0,0,0,
2001,-1,0,1,
2002,0,0,0,
2003,0,0,0,
2004,0,0,0,
2005,-1,0,1,
2006,0,0,0,
2007,0,0,0,
2008,0,0,0,
2009,1,1,0,
2010,1,1,0,
2011,0,0,0,
2012,0,0,0,
2013,0,0,0,
2014,0,0,0,
2015,0,0,0,
2016,0,0,0,
2017,0,0,0,
2018,-1,0,1,
2019,1,1,0,
2020,0,0,0,
2021,0,0,0,
2022,0,0,0,
2023,1,1,0,
2024,0,0,0,
2025,0,0,0,
2026,0,0,0,
2027,0,0,0,
2028,0,0,0,
2029,0,0,0,
2030,0,0,0,
2031,0,0,0,
2032,0,0,0,
2033,0,0,0,
2034,0,0,0,
2035,1,1,0,
2036,0,0,0,
2037,-2,0,2,
2038,-1,0,1,
2039,1,1,0,
2040,0,0,0,
2041,0,0,0,
2042,-1,0,1,
2043,0,0,0,
2044,1,1,0,
2045,0,0,0,
2046,0,0,0,
2047,0,0,0,
